op;max_error;core_type;hash;size;flops;mean;dev;sum;sum2;n
sgemm;10;1;0b0dbeb1;12582912;0.000000e+00;4.352516e+01;1.471200e+00;1.019272e+06;4.441467e+07;23418
sgemm;10;1;0b0dbeb1;12582912;0.000000e+00;4.352516e+01;1.471200e+00;1.019272e+06;4.441467e+07;23418
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;2.328508e+04;6.724702e+02;1.164254e+06;2.713236e+10;50
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;2.294810e+04;4.243073e+02;1.216249e+06;2.792015e+10;53
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;2.316039e+04;5.796768e+02;1.134859e+06;2.630025e+10;49
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;2.305894e+04;5.022494e+02;1.199065e+06;2.766229e+10;52
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;2.297265e+04;4.482537e+02;1.263496e+06;2.903689e+10;55
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;2.316235e+04;4.617184e+02;1.181280e+06;2.737208e+10;51
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;2.319117e+04;6.125099e+02;1.159558e+06;2.691028e+10;50
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.778102e+04;5.652047e+02;2.657927e+06;1.535924e+11;46
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.776589e+04;5.638665e+02;2.657231e+06;1.535120e+11;46
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.771440e+04;6.123992e+02;2.654862e+06;1.532410e+11;46
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.774967e+04;6.166089e+02;2.425486e+06;1.400870e+11;42
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.757533e+04;9.250306e+02;2.590890e+06;1.492098e+11;45
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.752871e+04;1.020471e+03;2.646321e+06;1.522873e+11;46
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.784771e+04;6.194466e+02;2.603147e+06;1.506033e+11;45
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.761037e+04;6.597968e+02;2.477246e+06;1.427338e+11;43
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.785040e+04;6.428656e+02;2.545418e+06;1.472716e+11;44
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.772008e+04;6.449584e+02;2.539683e+06;1.466090e+11;44
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.783122e+04;6.043142e+02;2.544574e+06;1.471718e+11;44
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.785853e+04;5.116157e+02;2.545775e+06;1.473063e+11;44
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.786153e+04;6.324805e+02;2.545907e+06;1.473277e+11;44
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.784432e+04;5.468470e+02;2.545150e+06;1.472357e+11;44
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.774177e+04;5.661529e+02;2.482896e+06;1.433806e+11;43
sgemm;10;0;0b0dbeb1;12582912;0.000000e+00;5.765238e+04;9.158596e+02;2.479052e+06;1.429593e+11;43
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;9.516965e+03;2.312840e+02;9.516965e+04;9.062611e+08;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;9.516965e+03;2.312840e+02;9.516965e+04;9.062611e+08;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;9.084640e+03;3.578250e+01;9.084640e+04;8.253197e+08;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;9.036240e+03;1.944102e+01;9.036240e+04;8.165401e+08;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;9.067090e+03;1.858224e+01;9.067090e+04;8.221246e+08;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.947744e+04;2.165897e+02;1.947744e+05;3.794176e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;9.035578e+03;1.922155e+01;9.035578e+04;8.164204e+08;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;9.134737e+03;1.564918e+02;9.134737e+04;8.346791e+08;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;9.051683e+03;2.110227e+01;9.051683e+04;8.193341e+08;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.928895e+04;9.302269e+01;1.928895e+05;3.720723e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.929124e+04;8.906389e+01;1.929124e+05;3.721600e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.924009e+04;6.257969e+00;1.924009e+05;3.701810e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.939697e+04;2.580706e+02;1.939697e+05;3.763090e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.926735e+04;6.026235e+01;1.926735e+05;3.712345e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.924055e+04;4.491245e+00;1.924055e+05;3.701986e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.934254e+04;1.210222e+02;1.934254e+05;3.741484e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.927843e+04;7.103214e+01;1.927843e+05;3.716629e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.924909e+04;3.534735e+00;1.924909e+05;3.705273e+09;10
sgetrf_nopiv;10;0;aa6d4ef7;4194304;0.000000e+00;1.924981e+04;2.086206e+00;7.699924e+04;1.482221e+09;4
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.531761e+03;2.739434e+01;1.106352e+05;6.120226e+08;20
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.531761e+03;2.739434e+01;1.106352e+05;6.120226e+08;20
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.525430e+03;1.225830e+02;9.393231e+04;5.192719e+08;17
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.614437e+03;1.656033e+02;7.298768e+04;4.101412e+08;13
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;4.485144e+03;1.060476e+01;4.485144e+04;2.011663e+08;10
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.537848e+03;1.784356e+01;1.107570e+05;6.133617e+08;20
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;4.485615e+03;7.920624e+00;5.831300e+04;2.615705e+08;13
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.847241e+03;4.810667e+01;8.186138e+04;4.786956e+08;14
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.530606e+03;6.465354e+01;5.751830e+05;3.181545e+09;104
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;8.977016e+03;5.099259e+02;1.167012e+05;1.051009e+09;13
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;8.227386e+03;3.041364e+02;1.234108e+05;1.016736e+09;15
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;8.269780e+03;3.492761e+02;1.157769e+05;9.591575e+08;14
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.525992e+03;4.345318e+01;5.691771e+05;3.145463e+09;103
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.517490e+03;6.583509e+00;5.683014e+05;3.135602e+09;103
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;9.348807e+03;2.113804e+02;1.495809e+05;1.399118e+09;16
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;9.325701e+03;3.959596e+02;1.958397e+05;1.829635e+09;21
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;9.210525e+03;3.534520e+02;1.565789e+05;1.444298e+09;17
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;9.244799e+03;3.152271e+02;1.016928e+05;9.412225e+08;11
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;9.429131e+03;2.848293e+02;1.037204e+05;9.788860e+08;11
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;9.051462e+03;3.772356e+02;9.051462e+04;8.207127e+08;10
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.539523e+03;6.598345e+01;5.705709e+05;3.161139e+09;103
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;5.507559e+03;1.900752e+01;5.838012e+05;3.215358e+09;106
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;8.096227e+03;3.352226e+02;1.133472e+05;9.192578e+08;14
splgsy;10;0;aa6d4ef7;4194304;0.000000e+00;8.199119e+03;3.710618e+02;1.229868e+05;1.010449e+09;15
strsm;10;0;9a2d19a7;8388608;0.000000e+00;1.194637e+04;4.699392e+02;4.539619e+05;5.431587e+09;38
strsm;10;0;9a2d19a7;8388608;0.000000e+00;1.194637e+04;4.699392e+02;4.539619e+05;5.431587e+09;38
strsm;10;0;9a2d19a7;8388608;0.000000e+00;1.192485e+04;4.518565e+02;4.889190e+05;5.838659e+09;41
strsm;10;0;9a2d19a7;8388608;0.000000e+00;1.189651e+04;4.420483e+02;5.710324e+05;6.802670e+09;48
strsm;10;0;9a2d19a7;8388608;0.000000e+00;1.182256e+04;2.453442e+02;6.147730e+05;7.271319e+09;52
strsm;10;0;9a2d19a7;8388608;0.000000e+00;1.184997e+04;3.370085e+02;4.858488e+05;5.761951e+09;41
strsm;10;1;9a2d19a7;8388608;0.000000e+00;1.440640e+02;0.000000e+00;1.440640e+02;2.075444e+04;1
strsm;10;0;9a2d19a7;8388608;0.000000e+00;1.182073e+04;2.696381e+02;6.264987e+05;7.409526e+09;53
strsm;10;0;9a2d19a7;8388608;0.000000e+00;1.192062e+04;3.330621e+02;5.006662e+05;5.972913e+09;42
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.978453e+04;2.403204e+02;2.978453e+05;8.871761e+09;10
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.979866e+04;2.782682e+02;2.979866e+05;8.880376e+09;10
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.984495e+04;2.175250e+02;5.073641e+05;1.514306e+10;17
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.975662e+04;2.785908e+02;3.273228e+05;9.740872e+09;11
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.979036e+04;1.913387e+02;4.766458e+05;1.420004e+10;16
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.931067e+04;8.598091e+02;6.741453e+05;1.977665e+10;23
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.975700e+04;3.184225e+02;4.761121e+05;1.416929e+10;16
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.967073e+04;2.977471e+02;4.450610e+05;1.320662e+10;15
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.980627e+04;3.786356e+02;2.980627e+05;8.885572e+09;10
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.971869e+04;2.939378e+02;4.457803e+05;1.324930e+10;15
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.966721e+04;3.312440e+02;3.560066e+05;1.056304e+10;12
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.961266e+04;2.099459e+02;3.553519e+05;1.052344e+10;12
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.971912e+04;1.551182e+02;3.269103e+05;9.715751e+09;11
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.970773e+04;1.617984e+02;3.267850e+05;9.708329e+09;11
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.973509e+04;1.746033e+02;3.270860e+05;9.726269e+09;11
strsm;10;0;9a2d19a7;8388608;0.000000e+00;2.971758e+04;1.932879e+02;3.268934e+05;9.714894e+09;11
sgemm;20;1;0b0dbeb1;12582912;0.000000e+00;4.787103e+01;5.002549e+00;1.846050e+06;8.933739e+07;38563
sgemm;20;1;0b0dbeb1;12582912;0.000000e+00;4.787103e+01;5.002549e+00;1.846050e+06;8.933739e+07;38563
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;2.328831e+04;6.476172e+02;1.304145e+06;3.039483e+10;56
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;2.303233e+04;4.811392e+02;1.312843e+06;3.025102e+10;57
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;2.305132e+04;5.692050e+02;1.336977e+06;3.083787e+10;58
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;2.312218e+04;5.705893e+02;1.387331e+06;3.209766e+10;60
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;2.307451e+04;5.154144e+02;1.384470e+06;3.196191e+10;60
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;2.307249e+04;5.323227e+02;1.361277e+06;3.142477e+10;59
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;2.313299e+04;6.070676e+02;1.387980e+06;3.213024e+10;60
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.764464e+04;6.451796e+02;2.594009e+06;1.495494e+11;45
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.653468e+04;2.833601e+03;2.600595e+06;1.473932e+11;46
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.767765e+04;4.360744e+02;2.537816e+06;1.463837e+11;44
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.773221e+04;8.148738e+02;2.597950e+06;1.500153e+11;45
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.783948e+04;7.322173e+02;2.602776e+06;1.505674e+11;45
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.772849e+04;5.215054e+02;2.540054e+06;1.466454e+11;44
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.673977e+04;2.728756e+03;2.553290e+06;1.452081e+11;45
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.768258e+04;3.909735e+02;2.538033e+06;1.464070e+11;44
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.664354e+04;2.659118e+03;2.492316e+06;1.414847e+11;44
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.776074e+04;5.226501e+02;2.425951e+06;1.401362e+11;42
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.779597e+04;9.096321e+02;2.427431e+06;1.403305e+11;42
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.786649e+04;7.011675e+02;2.430393e+06;1.406589e+11;42
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.780414e+04;8.069749e+02;2.427774e+06;1.403627e+11;42
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.786527e+04;5.997110e+02;2.430341e+06;1.406475e+11;42
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.775106e+04;6.276240e+02;2.425545e+06;1.400943e+11;42
sgemm;20;0;0b0dbeb1;12582912;0.000000e+00;5.779750e+04;7.680086e+02;2.427495e+06;1.403279e+11;42
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;9.431817e+03;2.021782e+02;9.431817e+04;8.900006e+08;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;9.431817e+03;2.021782e+02;9.431817e+04;8.900006e+08;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.929039e+04;9.999844e+01;1.929039e+05;3.721292e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;9.061711e+03;1.748923e+01;9.061711e+04;8.211491e+08;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;9.193587e+03;4.007828e+02;9.193587e+04;8.468266e+08;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.956268e+04;2.685539e+02;1.956268e+05;3.827706e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;9.050300e+03;2.775189e+01;9.050300e+04;8.190870e+08;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;9.022973e+03;1.808158e+01;9.022973e+04;8.141437e+08;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;9.116582e+03;1.115999e+02;9.116582e+04;8.312452e+08;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;9.041478e+03;2.050798e+01;9.041478e+04;8.174874e+08;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.927248e+04;6.558782e+01;1.927248e+05;3.714330e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.924639e+04;1.255372e+01;1.924639e+05;3.704236e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.942852e+04;3.053246e+02;1.942852e+05;3.775605e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.923954e+04;4.553181e+00;1.923954e+05;3.701600e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.926506e+04;4.818935e+01;1.926506e+05;3.711448e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.934470e+04;1.346893e+02;1.934470e+05;3.742355e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.927870e+04;6.130278e+01;1.927870e+05;3.716720e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.924741e+04;3.004033e+00;1.924741e+05;3.704628e+09;10
sgetrf_nopiv;20;0;aa6d4ef7;4194304;0.000000e+00;1.924883e+04;1.967978e+00;7.699532e+04;1.482070e+09;4
splgsy;20;0;aa6d4ef7;4194304;0.000000e+00;5.515260e+03;1.876780e+02;6.728617e+05;3.715304e+09;122
