Id;Function;threads;gpus;P;Q;mtxfmt;nb;uplo;n;lda;seedA;tsub;time;gflops;cudacore
0;dpotrf;23;1;1;1;0;1024;121;32768;32768;846930886;0.000000e+00;6.765828e+00;1.733515e+03;pcore
0;dpotrf;24;1;1;1;0;600;121;32768;32768;846930886;0.000000e+00;1.226522e+01;9.562538e+02;nocuda
0;dpotrf;24;1;1;1;0;512;121;32768;32768;846930886;0.000000e+00;1.017223e+01;1.153008e+03;nocuda
0;dpotrf;24;1;1;1;0;128;121;32768;32768;846930886;0.000000e+00;3.176933e+01;3.691819e+02;nocuda
0;dpotrf;23;1;1;1;0;512;121;32768;32768;846930886;0.000000e+00;6.747954e+00;1.738106e+03;pcore
0;dpotrf;23;1;1;1;0;600;121;32768;32768;846930886;0.000000e+00;8.659013e+00;1.354503e+03;pcore
0;dpotrf;24;1;1;1;0;320;121;32768;32768;846930886;0.000000e+00;1.556828e+01;7.533690e+02;nocuda
0;dpotrf;24;1;1;1;0;800;121;32768;32768;846930886;0.000000e+00;1.108065e+01;1.058481e+03;nocuda
0;dpotrf;23;1;1;1;0;320;121;32768;32768;846930886;0.000000e+00;1.217533e+01;9.633135e+02;pcore
0;dpotrf;23;1;1;1;0;1024;121;32768;32768;846930886;0.000000e+00;6.768415e+00;1.732852e+03;pcore
0;dpotrf;24;1;1;1;0;1250;121;32768;32768;846930886;0.000000e+00;9.861096e+00;1.189387e+03;nocuda
0;dpotrf;23;1;1;1;0;256;121;32768;32768;846930886;0.000000e+00;1.257233e+01;9.328948e+02;pcore
0;dpotrf;23;1;1;1;0;1250;121;32768;32768;846930886;0.000000e+00;7.821112e+00;1.499616e+03;pcore
0;dpotrf;24;1;1;1;0;256;121;32768;32768;846930886;0.000000e+00;1.477214e+01;7.939717e+02;nocuda
0;dpotrf;24;1;1;1;0;1750;121;32768;32768;846930886;0.000000e+00;1.305158e+01;8.986393e+02;nocuda
0;dpotrf;24;1;1;1;0;1750;121;32768;32768;846930886;0.000000e+00;1.296560e+01;9.045981e+02;nocuda
0;dpotrf;24;1;1;1;0;800;121;32768;32768;846930886;0.000000e+00;1.103843e+01;1.062530e+03;nocuda
0;dpotrf;24;1;1;1;0;1250;121;32768;32768;846930886;0.000000e+00;9.959295e+00;1.177660e+03;nocuda
0;dpotrf;23;1;1;1;0;2048;121;32768;32768;846930886;0.000000e+00;7.663391e+00;1.530479e+03;pcore
0;dpotrf;23;1;1;1;0;128;121;32768;32768;846930886;0.000000e+00;3.282192e+01;3.573423e+02;pcore
0;dpotrf;23;1;1;1;0;320;121;32768;32768;846930886;0.000000e+00;1.211725e+01;9.679310e+02;pcore
0;dpotrf;24;1;1;1;0;256;121;32768;32768;846930886;0.000000e+00;1.475614e+01;7.948325e+02;nocuda
0;dpotrf;24;1;1;1;0;1250;121;32768;32768;846930886;0.000000e+00;9.984618e+00;1.174673e+03;nocuda
0;dpotrf;24;1;1;1;0;600;121;32768;32768;846930886;0.000000e+00;1.224815e+01;9.575866e+02;nocuda
0;dpotrf;24;1;1;1;0;320;121;32768;32768;846930886;0.000000e+00;1.552646e+01;7.553983e+02;nocuda
0;dpotrf;24;1;1;1;0;1250;121;32768;32768;846930886;0.000000e+00;9.954769e+00;1.178195e+03;nocuda
0;dpotrf;23;1;1;1;0;256;121;32768;32768;846930886;0.000000e+00;1.256962e+01;9.330960e+02;pcore
0;dpotrf;24;1;1;1;0;400;121;32768;32768;846930886;0.000000e+00;1.338955e+01;8.759563e+02;nocuda
0;dpotrf;23;1;1;1;0;800;121;32768;32768;846930886;0.000000e+00;7.675353e+00;1.528094e+03;pcore
0;dpotrf;24;1;1;1;0;2048;121;32768;32768;846930886;0.000000e+00;8.311746e+00;1.411095e+03;nocuda
0;dpotrf;23;1;1;1;0;512;121;32768;32768;846930886;0.000000e+00;6.731984e+00;1.742230e+03;pcore
0;dpotrf;23;1;1;1;0;800;121;32768;32768;846930886;0.000000e+00;7.720762e+00;1.519107e+03;pcore
0;dpotrf;24;1;1;1;0;128;121;32768;32768;846930886;0.000000e+00;3.188653e+01;3.678249e+02;nocuda
0;dpotrf;23;1;1;1;0;400;121;32768;32768;846930886;0.000000e+00;9.656990e+00;1.214526e+03;pcore
0;dpotrf;23;1;1;1;0;1024;121;32768;32768;846930886;0.000000e+00;6.753642e+00;1.736642e+03;pcore
0;dpotrf;24;1;1;1;0;600;121;32768;32768;846930886;0.000000e+00;1.234328e+01;9.502065e+02;nocuda
0;dpotrf;24;1;1;1;0;400;121;32768;32768;846930886;0.000000e+00;1.341368e+01;8.743806e+02;nocuda
0;dpotrf;23;1;1;1;0;1024;121;32768;32768;846930886;0.000000e+00;6.748121e+00;1.738063e+03;pcore
0;dpotrf;24;1;1;1;0;1750;121;32768;32768;846930886;0.000000e+00;9.274758e+00;1.264579e+03;nocuda
0;dpotrf;24;1;1;1;0;800;121;32768;32768;846930886;0.000000e+00;1.117057e+01;1.049961e+03;nocuda
